MMSI,Call sign,Selective call number,Name of station,Administration/ Geographical area,Lifeboats,Auxiliary installations (EPIRBs),General classification,Individual classification,Registration number,Gross tonnage,Capacity of persons on board,Telegraph transmission frequency bands,Telegraph transmission frequency bands 2,Accounting Authority Identification Code (AAIC)
205564600,OS5646,,BLACKFIN,BEL,1,,PL,XXX,B769182,12,8,,V,
205564610,OR5646,,EMILIE,BEL,,,PL,XXX,B766226,,,,V,
205564700,OS5647,,BETA LEONIS,BEL,1,,PL,XXX,A769175,20,,,V,
205564710,OR5647,,DAYDREAM,BEL,1,,PL,XXX,B789988,"2,3",4,,V,
205564800,OS5648,,RAFIKI,BEL,1,,PL,XXX,A746613,"3,5",6,,V,
205564810,OR5648,,BAMA II,BEL,,,PL,XXX,B756305,2,6,,V,
205564910,OR5649,,WALLY II,BEL,,,PL,XXX,B62973,,10,,V,
205565000,ORPO,,SMIT TIGER,BEL,1,,MM,TUG,,484,13,,,BE04
205565010,OR5650,,BOREAS,BEL,,,PL,XXX,A769449,,10,,V,
205565100,OS5651,,HANNIK,BEL,,,PL,XXX,A758497,"8,3",8,,V,BE01
205565110,OR5651,,BRANDARIS,BEL,1,,PL,XXX,K792683,"6,0",4,,V,
205565210,OR5652,,SIMBA,BEL,,,PL,XXX,A803222,2,5,,V,
205565310,OR5653,,GARLANDS,BEL,,,PL,XXX,B6271,9,12,,V,
205565400,OS5654,,APOMA,BEL,1,,PL,XXX,K744772,"9,31",6,,V,
205565410,OR5654,,TWOPOWEREIGHT,BEL,,,PL,XXX,Z769086,"2,8",6,,V,
205565510,OR5655,,AMBER,BEL,,,PL,XXX,B63412,,10,,V,
205565610,OR5656,,ANAIS,BEL,,,PL,XXX,B769204,18,12,,V,
205565710,OR5657,,CHICA,BEL,,,PL,XXX,BC769517,6,10,,V,
205565800,OS5658,,TILIKUM,BEL,,,PL,XXX,A722180,7,8,,V,BE01
205565810,OR5658,,AMARILYS,BEL,1,,PL,XXX,G788381,12,4,,V,
205565910,OR5659,,GIN TONIC,BEL,,,PL,XXX,L755600,1,4,,V,
205566000,ORPP,,UNION FIGHTER,BEL,2,,MM,TUG,,810,14,,,
205566010,OR5660,,DIDYMUS,BEL,1,,PL,XXX,G769450,6,,,V,
205566110,OR5661,,A’MARETTO,BEL,,,PL,XXX,A769422,,6,,V,
205566200,OS5662,,SAGITTA,BEL,,,PL,XXX,A767818,"7,5",8,,V,
205566210,OR5662,,AQUAROLL,BEL,,,PL,XXX,B795917,3.45,7,,V,
205566300,OS5663,,ALBATROS,BEL,,,PL,XXX,B749068,4,6,,V,
205566310,OR5663,,CAPTAINE ROUBLARD,BEL,,,PL,XXX,K766214,7,6,,V,
205566400,OS5664,,AVEL,BEL,,,PL,XXX,B725297,4,6,,V,
205566410,OR5664,,GUINEVERE,BEL,,,PL,XXX,K786140,4,6,,V,
205566510,OR5665,,LA VIDA LOCA,BEL,,,PL,XXX,G769263,2.5,8,,V,
205566600,OS5666,,TRITON,BEL,1,,PL,XXX,K783339,,8,,V,
205566610,OR5666,,ZEMBA,BEL,,,PL,XXX,A769425,5,8,,V,
205566800,OS5668,,VIRNE,BEL,1,,PL,XXX,K802450,"9,5",10,,V,
205566810,OR5668,,CANDIDE,BEL,,,PL,XXX,A769502,9,2,,V,
205566900,OS5669,,MARLIN,BEL,,,PL,XXX,K718322,5,8,,V,
205566910,OR5669,,MALLEMOK,BEL,1,,PL,XXX,A764621,6,5,,V,
205567000,ONGH,,LOWLANDS OPAL,BEL,1,,MM,BLK,,30678,25,,,
205567010,OR5670,,DE ZAHIR,BEL,,,PL,XXX,A761660,6,6,,V,
205567110,OR5671,,TALULLA,BEL,,,PL,XXX,B763838,,6,,V,
205567200,OS5672,,ROHA,BEL,,,PL,XXX,A735522,,,,V,
205567310,OR5673,,CARPE DIEM,BEL,1,,PL,XXX,B761383,10,8,,V,
205567410,OR5674,,SEQUOIA,BEL,1,,PL,XXX,K782016,11.2,6,,V,
205567500,OS5675,,THE WAY OF LIVING,BEL,,,PL,XXX,A761412,4,6,,V,BE01
205567510,OR5675,,MEERMIN,BEL,,,PL,XXX,B62898,,,,V,
205567600,OS5676,,DUIVIA,BEL,,,PL,XXX,K744242,,6,,V,
205567610,OR5676,,PRIMROSE,BEL,,,PL,XXX,G767061,"1,8",10,,V,
205567700,OS5677,,PATA NEGRA,BEL,,,PL,XXX,B109381,,,,V,
205567710,OR5677,,GIULY IN THE SEA,BEL,,,PL,XXX,B768770,"25,55",12,,V,
205567810,OR5678,,GO FOR IT,BEL,,,PL,XXX,B769566,5,8,,V,
205567900,OS5679,,GOUVIA,BEL,1,,PL,XXX,K725041,,7,,V,BE01
205567910,OR5679,,ROMIXA,BEL,,,PL,XXX,B768256,,10,,V,
205568000,ONGJ,,VYRITSA,BEL,1,,MM,OIL,,22289,20,,,
205568010,OR5680,,KECO,BEL,,,PL,XXX,G804017,14,8,,V,
205568100,OS5681,,CAT SAN,BEL,,,PL,XXX,B743604,6,7,,V,
205568110,OR5681,,SERENITY,BEL,1,,PL,XXX,K787544,"10,5",10,,V,
205568200,OS5682,,LARS,BEL,,,PL,XXX,G802739,2.6,6,,V,BE01
205568210,OR5682,,PHILBERJO,BEL,,,PL,XXX,Z796700,0.5,8,,V,
205568310,OR5683,,"PLEZIERVAART
-OR2000-OS9999",BEL,,,PL,XXX,B123456,,,,V,
205568400,OS5684,,BARZINI,BEL,2,,PL,XXX,K756563,8,10,,V,
205568410,OR5684,,LE NOTRE,BEL,1,,PL,XXX,K767106,7.7,4,,V,
205568510,OR5685,,KARIEN,BEL,,,PL,XXX,K769532,2.8,4,,V,
205568610,OR5686,,TAMPICO,BEL,1,,PL,XXX,K769470,,3,,V,
205568700,OS5687,,DESERTEAGLE,BEL,,,PL,XXX,G802756,2,6,,V,
205568710,OR5687,,STEFANIE 2,BEL,,,PL,XXX,A740127,"4,5",4,,V,
205568800,OS5688,,PICCOLLO,BEL,1,,PL,XXX,A726562,5,8,,V,
205568810,OR5688,,LATE PLUK,BEL,,,PL,XXX,B754586,"0,49",4,,V,
205568900,OS5689,,SHENANDOAH,BEL,,,PL,XXX,B745030,,8,,V,
205568910,OR5689,,MIREDAY,BEL,,,PL,XXX,B44433,"4,5",12,,V,
205569000,ONGI,,MINERAL NEW YORK,BEL,2,,MM,BLK,,90900,30,,,US06
205569010,OR5690,,LORELEI III,BEL,1,,PL,XXX,B769486,3,6,,V,
205569110,OR5691,,SPRITZ,BEL,,,PL,XXX,B769221,3,6,,V,
205569200,OS5692,,SATURNUS,BEL,,,PL,XXX,K742632,10,4,,V,BE01
205569210,OR5692,,ENJOY,BEL,1,,PL,XXX,A769501,"13,2",8,,V,
205569300,OS5693,,JIPSYL,BEL,,,PL,XXX,B750096,6,,,V,
205569310,OR5693,,MIRA,BEL,,,PL,XXX,B51749,9,,,V,
205569400,OS5694,,FIVE OCEANS,BEL,1,,PL,XXX,A777752,"10,5",8,,V,
205569410,OR5694,,EXCLUSIV II,BEL,,,PL,XXX,K769333,"4,5",6,,V,
205569510,OR5695,,PHELIAN III,BEL,1,,PL,XXX,B807012,7.2,4,,V,
205569610,OR5696,,BLUE PETER,BEL,,,PL,XXX,B62987,"5,7",4,,V,
205569710,OR5697,,PETITE FOLIE,BEL,,,PL,XXX,B63475,14,6,,V,
205569800,OS5698,,RIKI,BEL,1,,PL,XXX,B770057,4,8,,V,BE01
205569810,OR5698,,NAUTILUS,BEL,1,,PL,XXX,A769620,"7,5",6,,V,
205569900,OS5699,,BON ESPRIT,BEL,,,PL,XXX,A754137,"3,5",6,,V,
205569910,OR5699,,TANDEM,BEL,,,PL,XXX,B769757,"7,2",8,,V,
205570000,ONGK,,BELISAIRE,BEL,1,,MM,OIL,,7093,15,,,BE02
205570010,OR5700,,KUKLAMU,BEL,1,,PL,XXX,B766113,"11,60",10,,V,
205570110,OR5701,,J.MAX,BEL,1,,PL,XXX,B767556,"23,5",10,,V,
205570210,OR5702,,WHITE PEARL,BEL,,,PL,XXX,K769672,"8,281",10,,V,
205570310,OR5703,,BEAU II,BEL,1,,PL,XXX,A761637,18,8,,V,
205570410,OR5704,,STEPPE,BEL,,,PL,XXX,B766488,"1,4",1,,V,
205570510,OR5705,,ABBATE,BEL,,,PL,XXX,B15707,"2,8",4,,V,
205570610,OR5706,,PALMA,BEL,,,PL,XXX,A768702,8,4,,V,
205570710,OR5707,,VOORTVAEREND,BEL,,,PL,XXX,K762707,,10,,V,
205570810,OR5708,,ALYO,BEL,1,,PL,XXX,G764948,"23,5",10,,V,
205570900,OS5709,,ULTI MATE,BEL,,,PL,XXX,B732074,9,4,,V,
205570910,OR5709,,LORELEI III,BEL,1,,PL,XXX,B769486,"3,039",6,,V,
205571000,ONGL,,CHASSIRON,BEL,3,,MM,OIL,,5547,15,,,BE02
205571010,OR5710,,LA LINEA,BEL,,,PL,XXX,A769575,15,,,V,
205571100,OS5711,,TRUSTIT,BEL,,,PL,XXX,BC743611,14,,,V,
205571110,OR5711,,LOUISA,BEL,,,PL,XXX,K769600,"1,150",4,,V,
205571210,OR5712,,LA BULLE,BEL,,,PL,XXX,B765698,3,8,,V,
205571400,OS5714,,CAPELLA,BEL,,,PL,XXX,G739883,3,,,V,
205571410,OR5714,,FALCON ONE,BEL,,,PL,XXX,K764666,"1,8",10,,V,
205571510,OR5715,,L1,BEL,,,PL,XXX,K798579,"2,8",10,,V,
205571600,OS5716,,STURDY,BEL,,,PL,XXX,A724105,7,6,,V,
205571610,OR5716,,ROLLING ROCK,BEL,,,PL,XXX,A767660,3,5,,V,
205571710,OR5717,,PRANA,BEL,,,PL,XXX,A769721,20,4,,V,
205571800,OS5718,,DINISA,BEL,,,PL,XXX,B726360,13,8,,V,
205571810,OR5718,,NORDWEST,BEL,,,PL,XXX,B766384,6,4,,V,
205571910,OR5719,,MAZURKA,BEL,1,,PL,XXX,BC769582,"8,9",12,,V,
205572010,OR5720,,MUSETTE,BEL,1,,PL,XXX,BC769660,"8,9",10,,V,
205572020,OS5720,,WESTDIEP,BEL,,,PL,XXX,,,,,V,
205572110,OR5721,,IVARO,BEL,,,PL,XXX,A769738,"2,5",12,,V,
205572200,OS5722,,TRANQUILLIZER,BEL,1,,PL,XXX,A737530,35,8,,V,BE01
205572210,OR5722,,XXL,BEL,,,PL,XXX,B787539,,,,V,
205572300,OS5723,,SCAPHA,BEL,,,PL,XXX,A762444,7,8,,V,BE01
205572310,OR5723,,MANENROB,BEL,,,PL,XXX,A769661,,,,V,
205572410,OR5724,,BLACK PEARL,BEL,,,PL,XXX,K769786,"3,4",10,,V,
205572510,OR5725,,ZANZIBAR,BEL,,,PL,XXX,K767020,2,4,,V,
205572610,OR5726,,SINN,BEL,,,PL,XXX,G775812,"3,5",8,,V,
205572700,OS5727,,TOPAZ,BEL,,,PL,XXX,A709276,,,,V,BE01
205572710,OR5727,,DEN TOVENAAR,BEL,,,PL,XXX,B792636,"1,3",1,,V,
205572800,OS5728,,BAICKY,BEL,,,PL,XXX,B725357,1,6,,V,
205572810,OR5728,,FREDAN,BEL,,,PL,XXX,A769642,3,,,V,
205572910,OR5729,,TONTINE,BEL,,,PL,XXX,B63428,"2,5",2,,V,
205573000,ONGN,,THIS IS US,BEL,2,,PL,XXX,,110,15,,,
205573010,OR5730,,STARCK,BEL,,,PL,XXX,K766793,"7,4",4,,V,
205573100,OS5731,,ODIN,BEL,,,PL,XXX,A756658,,,,V,
205573110,OR5731,,CHARIS,BEL,,,PL,XXX,A769682,"7,5",,,V,
205573200,OS5732,,LAURA,BEL,,,PL,XXX,A742642,6,,,V,
205573210,OR5732,,CHARLEMAGNE,BEL,,,PL,XXX,A764981,4.7,2,,V,
205573310,OR5733,,SOGNO,BEL,,,PL,XXX,B741315,"8,3",8,,V,
205573400,OS5734,,L’OLIVE BLEUE,BEL,,,PL,XXX,K745574,3,8,,V,
205573410,OR5734,,NEBLON,BEL,1,,PL,XXX,L769967,13,6,,V,
205573510,OR5735,,ALEGRIA,BEL,1,,PL,XXX,K795041,22,,,V,
205573610,OR5736,,OASIS,BEL,,,PL,XXX,B745128,"3,5",8,,V,
205573710,OR5737,,ATLANTIS,BEL,,,PL,XXX,B60534,3,4,,V,
205573800,OS5738,,STERN,BEL,,,PL,XXX,A753079,"7,5",4,,V,
205573900,OS5739,,POURQOUI PAS IV,BEL,,,PL,XXX,K739512,8,,,V,
205573910,OR5739,,SECOND THOUGHTS,BEL,2,,PL,XXX,A762937,"11,8",10,,V,
205574010,OR5740,,H2O,BEL,,,PL,XXX,Z766236,"4,4",6,,V,
205574100,OS5741,,MARAJA,BEL,1,,PL,XXX,B769694,"12,53",8,,V,
205574110,OR5741,,BLACK & WHITE,BEL,,,PL,XXX,K769580,"4,2",14,,V,
205574200,OS5742,,MARA,BEL,,,PL,XXX,A745029,3,5,,V,
205574210,OR5742,,DANISA,BEL,,,PL,XXX,G769860,30,12,,V,
205574310,OR5743,,ALYSSA,BEL,1,,PL,XXX,K762638,"3,5",6,,V,
205574400,OS5744,,EOLE,BEL,,,PL,XXX,BC734205,"5,5",6,,V,BE01
205574410,OR5744,,OLEADA,BEL,,,PL,XXX,K738443,"2,5",8,,V,
205574610,OR5746,,JOSEPHINE,BEL,,,PL,XXX,K769039,,3,,V,
205574710,OR5747,,SEA SCOUT,BEL,1,,PL,XXX,K783816,"4,3",5,,V,
205574810,OR5748,,BOOFIX,BEL,,,PL,XXX,B765097,,4,,V,
205574910,OR5749,,INFINITO,BEL,,,PL,XXX,A769236,8,8,,V,
205575000,ORPS,,UNION BOXER,BEL,2,,MM,TUG,,810,10,,,
205575010,OR5750,,PAGADDER,BEL,,,PL,XXX,BC767087,"7,4",10,,V,
205575110,OR5751,,LUCKY,BEL,,,PL,XXX,A769726,,6,,V,
205575200,OS5752,,NOOR-AL-MAYA,BEL,,,PL,XXX,A745156,12,10,,V,
205575210,OR5752,,PLUME,BEL,,,PL,XXX,L739457,"1,25",7,,V,
205575310,OR5753,,EXPLORER,BEL,,,PL,XXX,K762147,,8,,V,
205575410,OR5754,,SANJATO,BEL,,,PL,XXX,K770012,"1,85",6,,V,
205575510,OR5755,,RATAPLAN,BEL,1,,PL,XXX,BC769373,"4,5",12,,V,
205575600,OS5756,,JACK,BEL,,,PL,XXX,K737365,2,12,,V,
205575610,OR5756,,WHITE SANDS,BEL,,,PL,XXX,G769997,"3,05",6,,V,
205575700,OS5757,,HEMINGWAY,BEL,1,,PL,XXX,A769027,10,6,,V,
205575710,OR5757,,SAVAGE,BEL,1,,PL,XXX,B768592,8.58,6,,V,
205575810,OR5758,,ARTICA,BEL,,,PL,XXX,B769184,1.6,6,,V,
205575910,OR5759,,CARTHAGE,BEL,,,PL,XXX,B769947,12,8,,V,
205576000,ORPG,,GEOSURVEYOR III,BEL,1,,NS,EXP,BR38508B,12,6,,,
205576010,OR5760,,EUFORIA,BEL,,,PL,XXX,B769143,"2,93",7,,V,
205576100,OS5761,,ZEEWOLF,BEL,,,PL,XXX,Z775375,"1,8",6,,V,BE01
205576110,OR5761,,"LICENCE DE DETENTION
EQUIPMENT
RADIOMARITIME",BEL,,,PL,XXX,B757857,"2,35",6,,V,
205576200,OS5762,,IMAGINE,BEL,,,PL,XXX,BC799783,,10,,V,
205576210,OR5762,,LA CALMANTE,BEL,,,PL,XXX,L769743,7,8,,V,
205576300,OS5763,,SEATIGER,BEL,,,PL,XXX,K740165,,,,V,
205576310,OR5763,,SEADUCTION,BEL,,,PL,XXX,A768777,20,6,,V,
205576400,OS5764,,AMICA,BEL,,,PL,XXX,G767385,5,6,,V,
205576410,OR5764,,AMAZONE,BEL,,,PL,XXX,B747986,12,2,,V,
205576510,OR5765,,LUPA,BEL,1,,PL,XXX,B769684,"13,33",7,,V,
205576610,OR5766,,CASSIOPEA,BEL,,,PL,XXX,A770157,"6,5",8,,V,
205576700,OS5767,,ATHINOULA,BEL,,,PL,XXX,B727183,11,,,V,
205576710,OR5767,,ALBATROS,BEL,,,PL,XXX,A769731,"3,1",8,,V,
205576810,OR5768,,NO-LIMIT,BEL,1,,PL,XXX,B769971,"1,9",8,,V,
205576910,OR5769,,SECOND FIRST,BEL,,,PL,XXX,B766279,"4,2",6,,V,
205577000,ORMR,,GEOBEAM,BEL,,,MM,EXP,BR38096B,3,4,,,
205577010,OR5770,,MAHAL,BEL,,,PL,XXX,K746569,"2,5",4,,V,
205577110,OR5771,,TIFARA,BEL,,,PL,XXX,A770081,"4,8",10,,V,
205577210,OR5772,,ZEPHYROS,BEL,1,,PL,XXX,K770279,"5,6",6,,V,
205577310,OR5773,,HIPPOCAMPUS,BEL,,,PL,XXX,G769962,9,,,V,
205577400,OS5774,,LIANDA,BEL,,,PL,XXX,B775750,30,,,V,
205577410,OR5774,,ROKA,BEL,,,PL,XXX,B769698,3.4,,,V,
205577510,OR5775,,AQUARIUS,BEL,,,PL,XXX,A760183,12,6,,V,
205577610,OR5776,,VIAVAI,BEL,1,,PL,XXX,B769040,,8,,V,
205577710,OR5777,,SPIRIWIRI,BEL,,,PL,XXX,A787639,"4,2",2,,V,
205577910,OR5779,,MILSTEN,BEL,,,PL,XXX,A767668,3.8,,,V,
205578000,ONGO,,ST VANESSA,BEL,1,,MM,CA,KV263,11118,19,,,
205578010,OR5780,,PESCATORE,BEL,,,PL,XXX,G767414,1.2,6,,V,
205578110,OR5781,,THE LADY IN RED,BEL,,,PL,XXX,K766165,,,,V,
205578210,OR5782,,BRAMEVA,BEL,,,PL,XXX,K750173,2.3,6,,V,
205578300,OS5783,,DE BON VIVANT,BEL,,,PL,XXX,BC732516,8,,,V,
205578310,OR5783,,BELINHA,BEL,,,PL,XXX,A773648,"6,1",6,,V,
205578410,OR5784,,OBAN,BEL,1,,PL,XXX,A770055,6.5,2,,V,
205578500,OS5785,,TIMIGRIE,BEL,,,PL,XXX,K741835,,,,V,
205578510,OR5785,,MACLAMA IV,BEL,,,PL,XXX,B768763,,,,V,
205578600,OS5786,,TORTUGA,BEL,,,PL,XXX,G794027,28,4,,V,
205578610,OR5786,,MAKICA,BEL,,,PL,XXX,B768764,,,,V,
205578700,OS5787,,ARGO,BEL,,,PL,XXX,A778995,"7,250",,,V,
205578710,OR5787,,LADY-SEA,BEL,,,PL,XXX,B768841,,,,V,
205578900,OS5789,,DOORNVOGEL,BEL,,,PL,XXX,K773174,12,,,V,
205578910,OR5789,,ALRAC,BEL,,,PL,XXX,G779699,10.75,10,,V,
205579000,ONGP,,"SVYATOY APOSTOL
ANDREY",BEL,2,,MM,OIL,,4974,10,,,
205579010,OR5790,,BLACK PEARL,BEL,1,,PL,XXX,L770187,5.5,8,,V,
205579110,OR5791,,ERKIJEJA,BEL,1,,PL,XXX,G766958,"10,8",10,,V,
205579200,OS5792,,SOMNIUM,BEL,,,PL,XXX,A787427,"2,4",6,,V,
205579210,OR5792,,MO GRADH,BEL,,,PL,XXX,B768783,28.7,14,,V,
205579310,OR5793,,LIMANDA,BEL,,,PL,XXX,A755656,,4,,V,
205579410,OR5794,,ALBATROSS,BEL,,,PL,XXX,A769972,6,,,V,
205579610,OR5796,,PHAEDRA,BEL,,,PL,XXX,B769586,"1,6",6,,V,
205579710,OR5797,,ANASTASIA,BEL,,,PL,XXX,K803018,6,2,,V,
205579810,OR5798,,BAREAS,BEL,,,PL,XXX,K765756,,,,V,
205579900,OS5799,,KINGFISHER,BEL,1,,PL,XXX,K762321,14,6,,V,
205579910,OR5799,,NIKA,BEL,,,PL,XXX,B63266,"2,2",6,,V,
205580000,ONGR,,MINERAL STONEHENGE,BEL,2,,MM,BLK,BZ349,95198,28,,,
205580010,OR5800,,MALAYKA,BEL,1,,PL,XXX,A770260,18,5,,V,
205580100,OS5801,,RYCO I,BEL,,,PL,XXX,K797071,,,,V,
205580110,OR5801,,BAGHEERA,BEL,1,,PL,XXX,K767126,,8,,V,
205580210,OR5802,,FRIMOUSSE,BEL,,,PL,XXX,B764873,,8,,V,
205580300,OS5803,,KOBI-PLUS,BEL,1,,PL,XXX,K789531,"5,7",3,,V,BE01
205580310,OR5803,,MATATA 3,BEL,,,PL,XXX,L770152,"4,6",6,,V,
205580410,OR5804,,MILOU 2,BEL,,,PL,XXX,B770294,4,10,,V,
205580500,OS5805,,LANGE BEER,BEL,,,PL,XXX,K726892,27,6,,V,
205580510,OR5805,,DANIXIA,BEL,,,PL,XXX,B748794,"2,5",8,,V,
205580610,OR5806,,SULA BASSANA,BEL,,,PL,XXX,B777727,10,10,,V,
205580710,OR5807,,HINA,BEL,1,,PL,XXX,,,8,,V,
205580810,OR5808,,IBIS,BEL,,,PL,XXX,L770168,"2,8",6,,V,
205580910,OR5809,,TEAM 24,BEL,,,PL,XXX,L768325,,7,,V,
205581000,ONGS,,RUSICH-10,BEL,2,,MM,CA,,4970,10,,,
205581010,OR5810,,COM4EVER,BEL,,,PL,XXX,K769565,"6,2",6,,V,
205581100,OS5811,,LE REQUIN,BEL,,,PL,XXX,A706356,,,,V,BE01
205581110,OR5811,,DAYTRIPPER,BEL,,,PL,XXX,G770342,15,6,,V,
205581210,OR5812,,VENUS,BEL,,,PL,XXX,G770400,7,6,,V,
205581310,OR5813,,VALENTIJN,BEL,,,PL,XXX,Z775570,"8,5",10,,V,
205581410,OR5814,,ST. RITA,BEL,1,,PL,XXX,A769673,38,,,V,
205581510,OR5815,,JUNO,BEL,,,PL,XXX,A804952,1,7,,V,
205581600,OS5816,,STRAAT K,BEL,,,PL,XXX,A794348,5,8,,V,
205581610,OR5816,,CELIA MIA,BEL,,,PL,XXX,A748421,5,,,V,
205581700,OS5817,,ALDENO II,BEL,,,PL,XXX,L751328,8,,,V,
205581710,OR5817,,ALYA,BEL,,,PL,XXX,A767096,4,4,,V,
205581810,OR5818,,MI-DI BIS,BEL,,,PL,XXX,A769950,,6,,V,
205581900,OS5819,,CLIN D’OEIL,BEL,,,PL,XXX,K742139,,,,V,BE01
205581910,OR5819,,MAXXX POWER,BEL,,,PL,XXX,A770434,3,4,,V,
205582000,ORPX,,AL JARRAF,BEL,,,MM,DRG,,3992,9,,,US06
205582010,OR5820,,CEL,BEL,,,PL,XXX,B770490,39,25,,V,
205582110,OR5821,,MELLITA,BEL,,,PL,XXX,B768356,,12,,V,
205582210,OR5822,,AGORA,BEL,1,,PL,XXX,A770424,12,6,,V,
205582300,OS5823,,ALEGRIA,BEL,1,,PL,XXX,K762156,"9,8",6,,V,
205582310,OR5823,,KISMET,BEL,,,PL,XXX,A770281,7,4,,V,
205582410,OR5824,,GOTH NOK,BEL,1,,PL,XXX,A768281,"4,85",8,,V,
205582510,OR5825,,AQUAHOLIC,BEL,,,PL,XXX,K744146,,,,V,
205582600,OS5826,,CHICON,BEL,1,,PL,XXX,B787060,10,8,,V,
205582610,OR5826,,FIZGIG,BEL,1,,PL,XXX,B55865,11,5,,V,
205582710,OR5827,,AELOUS,BEL,,,PL,XXX,A756154,"4,8",6,,V,
205582800,OS5828,,LEGENDEAU,BEL,,,PL,XXX,A759194,9,,,V,BE01
205582810,OR5828,,ECLIPS,BEL,,,PL,XXX,Z770392,,7,,V,
205582910,OR5829,,SOUTHFORK,BEL,1,,PL,XXX,B753869,,12,,V,
205583000,ONGT,,"SV GEORGIY
POBEDONOSETS",BEL,2,,MM,CA,,4974,10,,,
205583020,OS5830,,BARCASSE,BEL,,,PL,XXX,15133,,7,,V,
205583110,OR5831,,REISDUIF,BEL,1,,PL,XXX,G774405,12,3,,V,
205583210,OR5832,,ANDY II,BEL,,,PL,XXX,A796626,,,,V,
205583300,OS5833,,JURGEN,BEL,,,PL,XXX,A4618,,,,V,
205583310,OR5833,,WHITE WIZARD,BEL,,,PL,XXX,K748206,9,,,V,
205583400,OS5834,,XENIA,BEL,,,PL,XXX,A797663,5,,,V,
205583410,OR5834,,MIGNON,BEL,,,PL,XXX,A770174,"3,5",4,,V,
205583510,OR5835,,MOONLIGHT SHADOW,BEL,1,,PL,XXX,B801422,"6,9",12,,V,
205583610,OR5836,,ATLANTIS,BEL,,,PL,XXX,Z765048,"2,5",7,,V,
205583710,OR5837,,EMOTION,BEL,,,PL,XXX,G758223,,6,,V,
205583800,OS5838,,TONY II,BEL,,,PL,XXX,BC732352,"5,5",8,,V,
205583810,OR5838,,ALIENOR,BEL,1,,PL,XXX,,3,6,,V,
205583900,OS5839,,MUSCADET,BEL,1,,PL,XXX,BC778164,"17,5",10,,V,
205583910,OR5839,,EXCALIBUR,BEL,1,,PL,XXX,A759217,45,2,,V,
205584000,ONGU,,CORNELIA,BEL,1,,MM,XXX,,292,13,,,
205584010,OR5840,,SANNE,BEL,,,PL,XXX,"B 06758
L",9.3,,,V,
205584100,OS5841,,TILGUER,BEL,,,PL,XXX,B732493,,6,,V,
205584110,OR5841,,TAVIRA,BEL,1,,PL,XXX,B762765,12,8,,V,
205584210,OR5842,,3 NARVALITOS 3,BEL,,,PL,XXX,B753590,,7,,V,
205584310,OR5843,,SAMIEL,BEL,1,,PL,XXX,K764474,,8,,V,
205584410,OR5844,,NOVA,BEL,,,PL,XXX,B67459,4,2,,V,
205584500,OS5845,,RODAN,BEL,,,PL,XXX,G796756,,,,V,BE01
205584510,OR5845,,VILASILI,BEL,,,PL,XXX,B770204,7,8,,V,
205584610,OR5846,,LE PEARL,BEL,,,PL,XXX,L769746,2,6,,V,
205584700,OS5847,,MAHABARATA,BEL,,,PL,XXX,A750164,,,,V,BE01
205584710,OR5847,,TOLLER,BEL,,,PL,XXX,B769956,12,12,,V,
205584800,OS5848,,ALTEA,BEL,,,PL,XXX,K721189,,4,,V,
205584810,OR5848,,AGBA,BEL,1,,PL,XXX,B761933,,6,,V,
205584900,OS5849,,GIZMO II,BEL,,,PL,XXX,A738596,11,,,V,
205584910,OR5849,,LE PONANT,BEL,,,PL,XXX,L767594,,6,,V,
205585000,ONGQ,,SVYATITEL ALEKSIY,BEL,2,,MM,CA,,4974,10,,,
205585010,OR5850,,ORINOCO,BEL,1,,PL,XXX,B01126,5,6,,V,
205585110,OR5851,,HIPPOPOTAMUS,BEL,,,PL,XXX,B63325,,9,,V,
205585200,OS5852,,ECLIPS,BEL,,,PL,XXX,A776159,9,,,V,
205585210,OR5852,,MIRAGE,BEL,,,PL,XXX,A765264,10,4,,V,
205585300,OS5853,,LUCA,BEL,,,PL,XXX,A737999,4,8,,V,
205585310,OR5853,,ZENITH,BEL,1,,PL,XXX,A769801,"4,25",6,,V,
205585400,OS5854,,MABELBARJO IV,BEL,1,,PL,XXX,K774856,15,,,V,
205585410,OR5854,,EOS,BEL,1,,PL,XXX,Z767387,"4,5",4,,V,
205585510,OR5855,,OPSINJOOR,BEL,,,PL,XXX,BR38858B,10,27,,V,
205585600,OS5856,,ZENZA,BEL,,,PL,XXX,BC800084,18,15,,V,
205585610,OR5856,,AMAZING,BEL,,,PL,XXX,K755566,"5,1",8,,V,
205585710,OR5857,,COBRA,BEL,,,PL,XXX,G744333,"1,8",8,,V,
205585810,OR5858,,CEJU,BEL,,,PL,XXX,G770535,,8,,V,
205585900,OS5859,,BIG FUN,BEL,,,PL,XXX,B760207,,,,V,
205585910,OR5859,,ATEJA,BEL,1,,PL,XXX,A770258,6,10,,V,
205586000,ORPZ,,UNION WRESTLER,BEL,2,,MM,TUG,,810,10,,,
205586010,OR5860,,EMILIO-CHRISTO,BEL,,,PL,XXX,A769748,"3,7",7,,V,
205586110,OR5861,,JASON,BEL,,,PL,XXX,Z768584,"0,5",4,,V,
205586200,OS5862,,RAY OF LIGHT,BEL,,,PL,XXX,K744733,4,12,,V,
205586210,OR5862,,TIME 2 GO,BEL,,,PL,XXX,K770053,,6,,V,
205586310,OR5863,,VIDA FELIZ,BEL,1,,PL,XXX,G770459,38,5,,V,
